"date","event","arena","city","result","result_type","ref1","ref1_score","ref2","ref2_score","ref3","ref3_score"
"November 06, 2015","Bellator 145: With a Vengeance","Scottrade Center","St. Louis, Missouri, USA","Sakai def. Huddleston","Unanimous","BROWN","29 - 28","BUESKING","29 - 28","VEALE","29 - 28"
"November 06, 2015","Bellator 145: With a Vengeance","Scottrade Center","St. Louis, Missouri, USA","Gross def. Crotty","Unanimous","FRANCIS","30 - 27","SWANBERG","30 - 27","VEALE","30 - 27"
"October 31, 2015","KSW 32: Road to Wembley","Wembley Arena","London, England","Krakowski def. Winner","Unanimous","CARTLIDGE","29 - 28","MOTYLEWSKI","30 - 27","WOJCIECHOWSKI","29 - 28"
"October 24, 2015","UFC Fight Night 76: Holohan vs. Smolka","3Arena","Dublin, Ireland","Parke def. Madadi","Unanimous","GRÜNER","30 - 27","HAIGH","30 - 27","SUTHERLAND","30 - 27"
"October 24, 2015","UFC Fight Night 76: Holohan vs. Smolka","3Arena","Dublin, Ireland","Till drew with Dalby","Majority","COLLETT","29 - 28","ROBERTS","28 - 28","WEIR","28 - 28"
"October 24, 2015","UFC Fight Night 76: Holohan vs. Smolka","3Arena","Dublin, Ireland","Ray def. Lebout","Unanimous","COLLETT","29 - 28","GRÜNER","30 - 27","HUGHES","30 - 27"
"October 24, 2015","UFC Fight Night 76: Holohan vs. Smolka","3Arena","Dublin, Ireland","Daly def. Almeida","Unanimous","GRÜNER","30 - 27","HUGHES","29 - 27","SUTHERLAND","29 - 28"
"October 24, 2015","UFC Fight Night 76: Holohan vs. Smolka","3Arena","Dublin, Ireland","Jotko def. Askham","Split","HAIGH","29 - 28","SUTHERLAND","28 - 29","WEIR","29 - 28"
"October 24, 2015","UFC Fight Night 76: Holohan vs. Smolka","3Arena","Dublin, Ireland","Elkins def. Whiteford","Unanimous","GRÜNER","30 - 27","SUTHERLAND","30 - 27","WEIR","30 - 27"
"October 23, 2015","Bellator 144: Halsey vs. Carvalho","Mohegan Sun Arena","Uncasville, Connecticut, USA","Haley def. Zichelle","Unanimous","ANDERSON","29 - 28","MACDONALD","30 - 27","PEABODY","29 - 28"
"October 23, 2015","Bellator 144: Halsey vs. Carvalho","Mohegan Sun Arena","Uncasville, Connecticut, USA","Watford def. Hepburn","Unanimous","MINER","30 - 27","PEABODY","30 - 27","SANIDAD","30 - 27"
"October 17, 2015","WSOF 24: Fitch vs. Okami","Foxwoods Resort Casino","Mashantucket, Massachusetts, USA","Fitch def. Okami","Unanimous","COLÓN","29 - 28","GINSBERG","30 - 27","TIRELLI","30 - 27"
"October 17, 2015","WSOF 24: Fitch vs. Okami","Foxwoods Resort Casino","Mashantucket, Massachusetts, USA","Newell def. Marcellino","Unanimous","COLÓN","29 - 28","GINSBERG","29 - 28","SANIDAD","29 - 28"
"October 17, 2015","WSOF 24: Fitch vs. Okami","Foxwoods Resort Casino","Mashantucket, Massachusetts, USA","Bibulatov def. Frelow","Unanimous","COLÓN","50 - 45","FELDMAN","50 - 45","SANIDAD","50 - 45"
"October 17, 2015","WSOF 24: Fitch vs. Okami","Foxwoods Resort Casino","Mashantucket, Massachusetts, USA","Smith def. da Silva","Unanimous","COLÓN","30 - 26","GINSBERG","30 - 26","SANIDAD","30 - 26"
"October 17, 2015","WSOF 24: Fitch vs. Okami","Foxwoods Resort Casino","Mashantucket, Massachusetts, USA","Walsh def. King","Unanimous","FELDMAN","30 - 27","GINSBERG","30 - 27","TIRELLI","30 - 27"
"October 17, 2015","WSOF 24: Fitch vs. Okami","Foxwoods Resort Casino","Mashantucket, Massachusetts, USA","Harris def. Torrey","Split","COLÓN","28 - 29","FELDMAN","29 - 28","SANIDAD","29 - 28"
"October 17, 2015","WSOF 24: Fitch vs. Okami","Foxwoods Resort Casino","Mashantucket, Massachusetts, USA","Boyington def. Almeida","Split","COLÓN","28 - 29","GINSBERG","29 - 28","TIRELLI","29 - 28"
"October 03, 2015","UFC 192: Cormier vs. Gustafsson","Toyota Center","Houston, Texas, USA","Cormier def. Gustafsson","Split","CLEARY","47 - 48","D'AMATO","48 - 47","HATLEY","49 - 46"
"October 03, 2015","UFC 192: Cormier vs. Gustafsson","Toyota Center","Houston, Texas, USA","Bader def. Evans","Unanimous","COLLAZO","30 - 27","FERRARO","30 - 27","PATLÁN","30 - 27"
"October 03, 2015","UFC 192: Cormier vs. Gustafsson","Toyota Center","Houston, Texas, USA","Magomedov def. Jordan","Unanimous","CLEARY","30 - 27","D'AMATO","30 - 27","REED","29 - 28"
"October 03, 2015","UFC 192: Cormier vs. Gustafsson","Toyota Center","Houston, Texas, USA","Benavidez def. Bagautinov","Unanimous","CLEARY","29 - 28","D'AMATO","30 - 27","SOLIZ","30 - 27"
"October 03, 2015","UFC 192: Cormier vs. Gustafsson","Toyota Center","Houston, Texas, USA","Pena def. Eye","Unanimous","FERRARO","29 - 27","PATLÁN","29 - 27","REED","29 - 27"
"October 03, 2015","UFC 192: Cormier vs. Gustafsson","Toyota Center","Houston, Texas, USA","Rodriguez def. Hooker","Unanimous","CLEARY","30 - 27","FERRARO","30 - 27","REED","30 - 26"
"October 03, 2015","UFC 192: Cormier vs. Gustafsson","Toyota Center","Houston, Texas, USA","Pettis def. Cariaso","Unanimous","CLEARY","29 - 28","D'AMATO","29 - 27","PATLÁN","29 - 27"
"September 27, 2015","UFC Fight Night 75: Barnett vs. Nelson","Saitama Super Arena","Saitama, Japan","Barnett def. Nelson","Unanimous","CRAIG","48 - 47","FIELD","50 - 45","KEECH","48 - 47"
"September 27, 2015","UFC Fight Night 75: Barnett vs. Nelson","Saitama Super Arena","Saitama, Japan","Horiguchi def. Camus","Unanimous","CRAIG","30 - 27","FIELD","30 - 27","SHEN","30 - 27"
"September 27, 2015","UFC Fight Night 75: Barnett vs. Nelson","Saitama Super Arena","Saitama, Japan","Mizugaki def. Roop","Unanimous","KAMIJO","29 - 28","KEECH","29 - 28","SHEN","29 - 28"
"September 27, 2015","UFC Fight Night 75: Barnett vs. Nelson","Saitama Super Arena","Saitama, Japan","Ishihara drew with Hirota","Split","BOOTH","28 - 29","KEECH","29 - 28","SHEN","29 - 29"
"September 27, 2015","UFC Fight Night 75: Barnett vs. Nelson","Saitama Super Arena","Saitama, Japan","Hein def. Kasuya","Unanimous","FIELD","29 - 28","SHEN","29 - 28","SHEN","30 - 27"
"September 27, 2015","UFC Fight Night 75: Barnett vs. Nelson","Saitama Super Arena","Saitama, Japan","Johnson def. Kotani","Unanimous","BOOTH","29 - 28","CRAIG","29 - 28","SHEN","30 - 27"
"September 25, 2015","Bellator 143: Warren vs. Davis","State Farm Arena","Hidalgo, Texas, USA","Warren def. Davis","Unanimous","BELL","30 - 27","MALDONADO","30 - 27","WINCAPAW","30 - 27"
"September 25, 2015","Bellator 143: Warren vs. Davis","State Farm Arena","Hidalgo, Texas, USA","Sanchez def. Corrales","Split","BELL","30 - 27","MALDONADO","27 - 30","WINCAPAW","29 - 28"
"September 25, 2015","Bellator 143: Warren vs. Davis","State Farm Arena","Hidalgo, Texas, USA","Ramirez def. Elizondo","Unanimous","BELTRAN","29 - 28","MALDONADO","29 - 28","WINCAPAW","29 - 28"
"September 25, 2015","Bellator 143: Warren vs. Davis","State Farm Arena","Hidalgo, Texas, USA","Macapa def. Santos","Split","BELL","29 - 28","MALDONADO","29 - 28","WESS","28 - 29"
"September 19, 2015","Bellator 142: Dynamite!","SAP Center","San Jose, California, USA","Okanovich def. Delgado","Unanimous","Unknown","0NA","Unknown","0NA","Unknown","0NA"
"September 19, 2015","Bellator 142: Dynamite!","SAP Center","San Jose, California, USA","Blanco def. Jones","Unanimous","Unknown","25NA","Unknown","26NA","Unknown","27NA"
"September 19, 2015","Bellator 142: Dynamite!","SAP Center","San Jose, California, USA","Pica def. Alonso","Unanimous","MCCARTHY","29 - 27","SAUCEDO","29 - 27","VIERRA","29 - 27"
"September 19, 2015","Bellator 142: Dynamite!","SAP Center","San Jose, California, USA","Lawal def. Vassell","Unanimous","CLEARY","20 - 17","Unknown","17NA","Unknown","18NA"
"September 19, 2015","Bellator 142: Dynamite!","SAP Center","San Jose, California, USA","Carrasco def. Neal","Unanimous","CLEARY","30 - 27","MCCARTHY","29 - 28","VIERRA","29 - 28"
"September 19, 2015","Bellator 142: Dynamite!","SAP Center","San Jose, California, USA","Diagne drew with Malott","Majority","BRAY","28 - 28","CLEARY","28 - 28","VIERRA","29 - 28"
"September 19, 2015","Bellator 142: Dynamite!","SAP Center","San Jose, California, USA","Carmont def. Ruiz","Unanimous","GUINGONA","20 - 18","MCCARTHY","20 - 18","SAUCEDO","20 - 18"
"September 18, 2015","WSOF 23: Gaethje vs. Palomino II","Comerica Theatre","Phoenix, Arizona, USA","Valiev def. Jones","Unanimous","FLORES","30 - 27","GABAUER","29 - 28","O'CONNELL","30 - 27"
"September 18, 2015","WSOF 23: Gaethje vs. Palomino II","Comerica Theatre","Phoenix, Arizona, USA","Starks def. Mladenov","Unanimous","FLORES","30 - 27","GABAUER","30 - 27","O'CONNELL","29 - 28"
"September 18, 2015","WSOF 23: Gaethje vs. Palomino II","Comerica Theatre","Phoenix, Arizona, USA","Frincu def. Davis Jr.","Split","GABAUER","28 - 29","O'CONNELL","30 - 27","PRENDERGAST","29 - 28"
"September 18, 2015","WSOF 23: Gaethje vs. Palomino II","Comerica Theatre","Phoenix, Arizona, USA","Nuzzo def. Ponce","Unanimous","FLORES","30 - 27","O'CONNELL","30 - 27","PRENDERGAST","29 - 28"
"September 12, 2015","Invicta FC 14: Evinger vs. Kianzad","Municipal Auditorium","Kansas City, Missouri, USA","Bennett def. Kankaanpää","Unanimous","GUEARY","29 - 28","MARQUEZ","29 - 28","MILLER","29 - 28"
"September 12, 2015","Invicta FC 14: Evinger vs. Kianzad","Municipal Auditorium","Kansas City, Missouri, USA","Jacobson def. Moyle","Unanimous","DANFORTH","30 - 27","GUEARY","29 - 28","MARQUEZ","30 - 27"
"September 12, 2015","Invicta FC 14: Evinger vs. Kianzad","Municipal Auditorium","Kansas City, Missouri, USA","Frey def. McCarthy","Unanimous","GUEARY","30 - 27","MARQUEZ","29 - 28","MILLER","29 - 28"
"September 12, 2015","Boxing: Mayweather vs. Berto","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Mayweather def. Berto","Unanimous","BYRD","120 - 108","MORETTI","117 - 111","WEISFELD","118 - 110"
"September 12, 2015","Boxing: Mayweather vs. Berto","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Salido drew with Martinez","Split","CLEMENTS","115 - 113","FELDMAN","114 - 114","MORSE JARMAN","113 - 115"
"September 05, 2015","UFC 191: Johnson vs. Dodson 2","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Johnson def. Dodson","Unanimous","CLEARY","50 - 45","ROSALES","49 - 46","WEEKS","49 - 46"
"September 05, 2015","UFC 191: Johnson vs. Dodson 2","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Arlovski def. Mir","Unanimous","BYRD","30 - 27","D'AMATO","29 - 28","LEE","29 - 28"
"September 05, 2015","UFC 191: Johnson vs. Dodson 2","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Anderson def. Blachowicz","Unanimous","D'AMATO","30 - 25","LEE","29 - 26","MORSE JARMAN","30 - 25"
"September 05, 2015","UFC 191: Johnson vs. Dodson 2","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Pearson def. Felder","Split","BYRD","30 - 27","CLEARY","29 - 28","URSO","28 - 29"
"September 05, 2015","UFC 191: Johnson vs. Dodson 2","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Trator def. Collard","Split","BYRD","29 - 28","CLEARY","29 - 28","WEEKS","28 - 29"
"September 05, 2015","UFC 191: Johnson vs. Dodson 2","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Silva def. Malegarie","Split","BYRD","30 - 27","ROSALES","30 - 27","URSO","28 - 29"
"August 28, 2015","Bellator 141: Guillard vs. Girtz","Pechanga Resort and Casino","Temecula, California, USA","Cisneros def. Miglioli","Unanimous","BELL","29 - 28","CRAIL","30 - 27","HERZOG","29 - 28"
"August 28, 2015","Bellator 141: Guillard vs. Girtz","Pechanga Resort and Casino","Temecula, California, USA","Bondole def. Sloan","Unanimous","BELL","30 - 27","CRAIL","29 - 28","DENKIN","30 - 27"
"August 28, 2015","Bellator 141: Guillard vs. Girtz","Pechanga Resort and Casino","Temecula, California, USA","Millender def. Ciacco","Unanimous","BELL","30 - 27","DENKIN","30 - 27","HERZOG","30 - 27"
"August 28, 2015","Bellator 141: Guillard vs. Girtz","Pechanga Resort and Casino","Temecula, California, USA","Girtz def. Guillard","Split","ALLEN","28 - 29","BELL","29 - 27","MCCARTHY","29 - 27"
"August 28, 2015","Bellator 141: Guillard vs. Girtz","Pechanga Resort and Casino","Temecula, California, USA","Freire def. Awad","Unanimous","ALLEN","30 - 27","BELL","30 - 27","MCCARTHY","30 - 27"
"August 28, 2015","Bellator 141: Guillard vs. Girtz","Pechanga Resort and Casino","Temecula, California, USA","Wren def. Burns","Unanimous","BELL","30 - 26","CRAIL","30 - 27","MCCARTHY","30 - 26"
"August 28, 2015","Bellator 141: Guillard vs. Girtz","Pechanga Resort and Casino","Temecula, California, USA","Macfarlane def. Rios","Split","BELL","29 - 28","CRAIL","29 - 28","DENKIN","28 - 29"
"August 28, 2015","Bellator 141: Guillard vs. Girtz","Pechanga Resort and Casino","Temecula, California, USA","Primus def. Anderson","Split","BELL","29 - 28","CRAIL","29 - 27","DENKIN","28 - 29"
"August 23, 2015","UFC Fight Night 74: Holloway vs. Oliveira","SaskTel Centre","Saskatoon, Saskatchewan, Canada","Magny def. Silva","Split","D'AMATO","30 - 27","JACKSON","28 - 29","THERIEN","29 - 28"
"August 23, 2015","UFC Fight Night 74: Holloway vs. Oliveira","SaskTel Centre","Saskatoon, Saskatchewan, Canada","Aubin-Mercier def. Sims","Unanimous","D'AMATO","29 - 28","RODGERS","30 - 27","THERIEN","30 - 27"
"August 23, 2015","UFC Fight Night 74: Holloway vs. Oliveira","SaskTel Centre","Saskatoon, Saskatchewan, Canada","Létourneau def. Moroz","Unanimous","DORNAN","29 - 28","JACKSON","29 - 28","THERIEN","30 - 27"
"August 23, 2015","UFC Fight Night 74: Holloway vs. Oliveira","SaskTel Centre","Saskatoon, Saskatchewan, Canada","Kelades def. Beal","Split","D'AMATO","29 - 28","JACKSON","29 - 28","THERIEN","27 - 30"
"August 23, 2015","UFC Fight Night 74: Holloway vs. Oliveira","SaskTel Centre","Saskatoon, Saskatchewan, Canada","Campbell def. Silverio","Unanimous","DORNAN","29 - 28","RODGERS","29 - 28","THERIEN","29 - 28"
"August 08, 2015","UFC Fight Night 73: Teixeira vs. Saint Preux","Bridgestone Arena","Nashville, Tennessee, USA","Dariush def. Johnson","Split","BERTRAND","29 - 28","CROSBY","29 - 28","D'AMATO","28 - 29"
"August 08, 2015","UFC Fight Night 73: Teixeira vs. Saint Preux","Bridgestone Arena","Nashville, Tennessee, USA","Rosholt def. Johnson","Unanimous","BERTRAND","29 - 28","CLEARY","29 - 28","LEE","29 - 28"
"August 08, 2015","UFC Fight Night 73: Teixeira vs. Saint Preux","Bridgestone Arena","Nashville, Tennessee, USA","Borg def. Herrera","Unanimous","CLEARY","30 - 27","CROSBY","30 - 27","D'AMATO","30 - 27"
"August 08, 2015","UFC Fight Night 73: Teixeira vs. Saint Preux","Bridgestone Arena","Nashville, Tennessee, USA","Camozzi def. Watson","Unanimous","BERTRAND","29 - 27","CLEARY","29 - 27","D'AMATO","30 - 26"
"August 08, 2015","UFC Fight Night 73: Teixeira vs. Saint Preux","Bridgestone Arena","Nashville, Tennessee, USA","Saenz def. Kakai","Split","BERTRAND","30 - 27","CLEARY","28 - 29","LEE","30 - 27"
"August 01, 2015","WSOF 22: Palhares vs. Shields","Planet Hollywood Resort & Casino","Las Vegas, Nevada, USA","Starks def. Kyle","Unanimous","KAMIJO","29 - 28","ROSALES","29 - 28","TROWBRIDGE","30 - 27"
"August 01, 2015","WSOF 22: Palhares vs. Shields","Planet Hollywood Resort & Casino","Las Vegas, Nevada, USA","Nurmagomedov def. Moreno","Unanimous","BYRD","30 - 27","GRIFFIN","30 - 26","MORSE JARMAN","30 - 26"
"August 01, 2015","UFC 190: Rousey vs. Correia","HSBC Arena","Rio de Janeiro, Brazil","Rua def. Nogueira","Unanimous","BERTRAND","29 - 28","BRAVO","29 - 28","D'AMATO","29 - 28"
"August 01, 2015","UFC 190: Rousey vs. Correia","HSBC Arena","Rio de Janeiro, Brazil","Vieira def. Lopes","Unanimous","BERTRAND","29 - 28","PONTES","30 - 27","WEEKS","30 - 27"
"August 01, 2015","UFC 190: Rousey vs. Correia","HSBC Arena","Rio de Janeiro, Brazil","Struve def. Nogueira","Unanimous","BERTRAND","30 - 27","D'AMATO","30 - 27","PONTES","30 - 27"
"August 01, 2015","UFC 190: Rousey vs. Correia","HSBC Arena","Rio de Janeiro, Brazil","Gadelha def. Aguilar","Unanimous","BERTRAND","30 - 27","BRAVO","30 - 27","TERRELL","30 - 27"
"August 01, 2015","UFC 190: Rousey vs. Correia","HSBC Arena","Rio de Janeiro, Brazil","Alcântara def. Issa","Unanimous","BERTRAND","29 - 28","PONTES","29 - 27","WEEKS","29 - 28"
"August 01, 2015","UFC 190: Rousey vs. Correia","HSBC Arena","Rio de Janeiro, Brazil","Cannetti def. Viana","Unanimous","BERTRAND","29 - 28","D'AMATO","29 - 28","WEEKS","29 - 28"
"July 25, 2015","UFC on Fox 16: Dillashaw vs. Barao 2","United Center","Chicago, Illinois, USA","Tate def. Eye","Unanimous","D'AMATO","30 - 27","PUCCILLO","30 - 27","WINTER","30 - 27"
"July 25, 2015","UFC on Fox 16: Dillashaw vs. Barao 2","United Center","Chicago, Illinois, USA","Barboza def. Felder","Unanimous","CALDWELL","29 - 28","D'AMATO","29 - 28","GOODMAN","29 - 28"
"July 25, 2015","UFC on Fox 16: Dillashaw vs. Barao 2","United Center","Chicago, Illinois, USA","Miller def. Castillo","Split","D'AMATO","28 - 29","PUCCILLO","29 - 28","WINTER","30 - 27"
"July 25, 2015","UFC on Fox 16: Dillashaw vs. Barao 2","United Center","Chicago, Illinois, USA","Saunders def. Robertson","Split","CALDWELL","29 - 28","D'AMATO","28 - 29","WINTER","29 - 28"
"July 25, 2015","UFC on Fox 16: Dillashaw vs. Barao 2","United Center","Chicago, Illinois, USA","Caraway def. Wineland","Unanimous","CALDWELL","29 - 28","GOODMAN","30 - 27","PUCCILLO","29 - 28"
"July 25, 2015","UFC on Fox 16: Dillashaw vs. Barao 2","United Center","Chicago, Illinois, USA","Holbrook def. Nijem","Split","CALDWELL","29 - 28","PUCCILLO","28 - 29","WINTER","29 - 28"
"July 25, 2015","UFC on Fox 16: Dillashaw vs. Barao 2","United Center","Chicago, Illinois, USA","Phillips def. Duke","Unanimous","CALDWELL","29 - 28","PUCCILLO","29 - 28","SABAITIS","29 - 28"
"July 18, 2015","UFC Fight Night 72: Bisping vs. Leites","The SSE Hydro","Glasgow, Scotland","Bisping def. Leites","Split","COLLETT","49 - 46","HUGHES","48 - 47","SUTHERLAND","47 - 48"
"July 18, 2015","UFC Fight Night 72: Bisping vs. Leites","The SSE Hydro","Glasgow, Scotland","Dunham def. Pearson","Unanimous","HAIGH","30 - 27","HARRIMAN","30 - 27","ROBERTS","29 - 28"
"July 18, 2015","UFC Fight Night 72: Bisping vs. Leites","The SSE Hydro","Glasgow, Scotland","Wood def. Casey","Unanimous","COLLETT","29 - 28","HAIGH","30 - 27","ROBERTS","30 - 27"
"July 18, 2015","UFC Fight Night 72: Bisping vs. Leites","The SSE Hydro","Glasgow, Scotland","Edwards def. Pawlak","Unanimous","HARRIMAN","30 - 27","ROBERTS","30 - 27","WEIR","30 - 27"
"July 18, 2015","UFC Fight Night 72: Bisping vs. Leites","The SSE Hydro","Glasgow, Scotland","Holohan def. Lee","Unanimous","HAIGH","30 - 27","SUTHERLAND","30 - 27","WEIR","30 - 27"
"July 18, 2015","UFC Fight Night 72: Bisping vs. Leites","The SSE Hydro","Glasgow, Scotland","Lebout def. Packalén","Unanimous","HAIGH","29 - 28","HUGHES","30 - 27","SUTHERLAND","29 - 28"
